District,Sector,Cell,Village,Activity,MIN,AVG,MAX
Gatsibo,Gitoki,Nyamirama,Mishenyi,,587,1286,6091
Gatsibo,Gitoki,Nyamirama,Mwanama,,309,900,2923
Gatsibo,Gitoki,Nyamirama,Nyabikenke,,257,770,6732
Gatsibo,Gitoki,Nyamirama,Nyamuraza,,197,642,3059
Gatsibo,Gitoki,Nyamirama,Nyarukombe,,134,572,6675
Gatsibo,Gitoki,Nyamirama,Rukiri,,158,1016,6449
Gatsibo,Gitoki,Nyamirama,Rwinsanga,,421,969,4825
Gatsibo,Gitoki,Rubira,,,226,1001,8435
Gatsibo,Gitoki,Rubira,Gakiri,,256,514,4412
Gatsibo,Gitoki,Rubira,Gikuyu,,588,1278,6317
Gatsibo,Gitoki,Rubira,Kavumu,,547,1189,5916
Gatsibo,Gitoki,Rubira,Nyakabota,,278,943,7315
Gatsibo,Gitoki,Rubira,Nyakagarama,,291,951,7081
Gatsibo,Gitoki,Rubira,Nyamengo,,577,1253,6375
Gatsibo,Gitoki,Rubira,Rugarama,,226,973,6005
Gatsibo,Gitoki,Rubira,Rurehe,,252,744,6123
Gatsibo,Gitoki,Rubira,Rwintama,,257,1164,8435
Gatsibo,Kabarore,,,,126,940,8467
Gatsibo,Kabarore,Kabarore,,,138,1188,8418
Gatsibo,Kabarore,Kabarore,Bihinga,,138,577,2202
Gatsibo,Kabarore,Kabarore,Kabarorei,,1604,1966,8418
Gatsibo,Kabarore,Kabarore,Kabaroreii,,472,1071,6149
Gatsibo,Kabarore,Kabarore,Kabingo,,398,1139,2870
Gatsibo,Kabarore,Kabeza,,,219,948,6437
Gatsibo,Kabarore,Kabeza,Gatoki,,219,603,1973
Gatsibo,Kabarore,Kabeza,Kabeza,,378,747,3281
Gatsibo,Kabarore,Kabeza,Kabingo,,541,1225,6330
Gatsibo,Kabarore,Kabeza,Mishenyi,,484,1096,6437
Gatsibo,Kabarore,Kabeza,Ryanjeru,,473,1071,6272
Gatsibo,Kabarore,Karenge,,,178,990,6315
Gatsibo,Kabarore,Karenge,Karenge,,178,892,6023
Gatsibo,Kabarore,Karenge,Mutarama,,274,760,3030
Gatsibo,Kabarore,Karenge,Nyabikiri,,548,1158,5275
Gatsibo,Kabarore,Karenge,Nyarubuye,,544,1149,6315
Gatsibo,Kabarore,Marimba,,,172,858,8467
Gatsibo,Kabarore,Marimba,Kabare,,233,601,8173
Gatsibo,Kabarore,Marimba,Kanteri,,215,693,7054
Gatsibo,Kabarore,Marimba,Kibondoii,,605,1365,6487
Gatsibo,Kabarore,Marimba,Marimba,,287,915,8467
Gatsibo,Kabarore,Marimba,Nyarwanya,,338,798,7537
Gatsibo,Kabarore,Marimba,Rebero,,544,1228,6269
Gatsibo,Kabarore,Marimba,Rutenderi,,192,565,1969
Gatsibo,Kabarore,Marimba,Rwimbogo,,172,699,7778
Gatsibo,Kabarore,Nyabikiri,,,133,856,6554
Gatsibo,Kabarore,Nyabikiri,Kabeza,,443,1066,4261
Gatsibo,Kabarore,Nyabikiri,Ngarama,,150,688,6554
Gatsibo,Kabarore,Nyabikiri,Nyabikiri,,133,814,5506
Gatsibo,Kabarore,Simbwa,,,126,875,8241
Gatsibo,Kabarore,Simbwa,Gatoki,,580,1216,4307
Gatsibo,Kabarore,Simbwa,Kibondoi,,126,862,8241
Gatsibo,Kabarore,Simbwa,Kibondoii,,223,589,7802
Gatsibo,Kabarore,Simbwa,Ruhuha,,191,988,5141
Gatsibo,Kabarore,Simbwa,Simbwa,,181,720,7848
Gatsibo,Kageyo,,,,169,1110,10837
Gatsibo,Kageyo,Busetsa,,,179,1121,9019
Gatsibo,Kageyo,Busetsa,Busetsa,,521,1104,5869
Gatsibo,Kageyo,Busetsa,Cyabuhimbiri,,198,1499,9019
Gatsibo,Kageyo,Busetsa,Cyatoko,,577,1222,6262
Gatsibo,Kageyo,Busetsa,Gitebwe,,567,1201,6446
Gatsibo,Kageyo,Busetsa,Kaninga,,181,1133,8390
Gatsibo,Kageyo,Busetsa,Kayenzi,,581,1230,6295
Gatsibo,Kageyo,Busetsa,Kivugiza,,562,1189,6030
Gatsibo,Kageyo,Busetsa,Nyagisozi,,529,1119,5266
Gatsibo,Kageyo,Busetsa,Nyarubuye,,562,1190,6387
Gatsibo,Kageyo,Busetsa,Nyarusange,,250,689,7785
Gatsibo,Kageyo,Busetsa,Rugarama,,266,1356,9015
Gatsibo,Kageyo,Busetsa,Rwikubo,,573,1213,6389
Gatsibo,Kageyo,Busetsa,Tsima,,179,423,2651
Gatsibo,Kageyo,Gituza,,,179,1042,9901
Gatsibo,Kageyo,Gituza,Bugarama,,280,1087,8129
Gatsibo,Kageyo,Gituza,Gasizi,,477,1076,6094
Gatsibo,Kageyo,Gituza,Gisiza,,487,1099,5762
Gatsibo,Kageyo,Gituza,Kabacuzi,,513,1157,6152
Gatsibo,Kageyo,Gituza,Kigara,,511,1152,6455
Gatsibo,Kageyo,Gituza,Mpama,,179,728,9901
Gatsibo,Kageyo,Gituza,Nyakabare,,265,928,8923
Gatsibo,Kageyo,Gituza,Rwabihumbi,,492,1109,5980
Gatsibo,Kageyo,Kintu,,,183,922,10784
Gatsibo,Kageyo,Kintu,Gakeri,,212,1089,10784
Gatsibo,Kageyo,Kintu,Jabiro,,193,971,9280
Gatsibo,Kageyo,Kintu,Kigando,,257,960,8474
Gatsibo,Kageyo,Kintu,Kirara,,183,819,8700
Gatsibo,Kageyo,Kintu,Nyakabungo,,232,793,9277
Gatsibo,Kageyo,Kintu,Rutoma,,283,1216,10076
Gatsibo,Kageyo,Kintu,Ryabushogoro,,189,608,4872
Gatsibo,Kageyo,Nyagisozi,,,169,1323,10837
Gatsibo,Kageyo,Nyagisozi,Agatare,,253,1168,9870
Gatsibo,Kageyo,Nyagisozi,Gahama,,569,1286,6461
Gatsibo,Kageyo,Nyagisozi,Kageyo,,413,1548,8022
Gatsibo,Kageyo,Nyagisozi,Kashango,,223,1084,7961
Gatsibo,Kageyo,Nyagisozi,Kinyana,,310,1345,9299
Gatsibo,Kageyo,Nyagisozi,Nyabukobero,,192,1366,7829
Gatsibo,Kageyo,Nyagisozi,Nyagisozi,,169,837,4033
Gatsibo,Kageyo,Nyagisozi,Rukira,,359,1948,10837
Gatsibo,Kiramuruzi,,,,158,1002,7492
Gatsibo,Kiramuruzi,Akabuga,,,170,995,6734
Gatsibo,Kiramuruzi,Akabuga,Akagarama,,347,870,2638
Gatsibo,Kiramuruzi,Akabuga,Akarambo,,170,923,6734
Gatsibo,Kiramuruzi,Akabuga,Amataba,,599,1071,2462
Gatsibo,Kiramuruzi,Akabuga,Bushenyi,,193,921,6734
Gatsibo,Kiramuruzi,Akabuga,Businde,,272,910,3985
Gatsibo,Kiramuruzi,Akabuga,Kiramuruzi,,617,1234,2801
Gatsibo,Kiramuruzi,Akabuga,Kiyogori,,264,967,2756
Gatsibo,Kiramuruzi,Akabuga,Nduba,,234,949,5066
Gatsibo,Kiramuruzi,Akabuga,Ubuhoro,,430,1108,3421
Gatsibo,Kiramuruzi,Gakenke,,,158,1296,6715
Gatsibo,Kiramuruzi,Gakenke,Akabingo,,534,1291,4183
Gatsibo,Kiramuruzi,Gakenke,Akamasine,,774,2212,4563
Gatsibo,Kiramuruzi,Gakenke,Akurusizi,,1418,1961,3881
Gatsibo,Kiramuruzi,Gakenke,Bwunyu,,541,1162,2591
Gatsibo,Kiramuruzi,Gakenke,Gatugunda,,199,1034,6715
Gatsibo,Kiramuruzi,Gakenke,Gipangu,,366,936,2082
Gatsibo,Kiramuruzi,Gakenke,Kayita,,158,1081,6303
Gatsibo,Kiramuruzi,Gakenke,Nyakagarama,,209,1215,6418
Gatsibo,Kiramuruzi,Gakenke,Nyamarebe,,448,1163,2779
Gatsibo,Kiramuruzi,Gakenke,Rwagashyaba,,384,1113,4384
Gatsibo,Kiramuruzi,Gakenke,Umurehe,,478,1083,6143
Gatsibo,Kiramuruzi,Gakoni,,,314,1012,7254
Gatsibo,Kiramuruzi,Gakoni,Karuhura,,346,1030,5803
Gatsibo,Kiramuruzi,Gakoni,Kiyovu,,316,950,3443
Gatsibo,Kiramuruzi,Gakoni,Kumana,,348,880,7254
Gatsibo,Kiramuruzi,Gakoni,Kumunini,,322,1079,3346
Gatsibo,Kiramuruzi,Gakoni,Kumwiga,,370,983,5776
Gatsibo,Kiramuruzi,Gakoni,Rwajembe,,314,1147,3580
Gatsibo,Kiramuruzi,Nyabisindu,,,177,753,7492
Gatsibo,Kiramuruzi,Nyabisindu,Akabare,,255,670,6559
Gatsibo,Kiramuruzi,Nyabisindu,Akabuga,,289,676,5457
Gatsibo,Kiramuruzi,Nyabisindu,Akantunga,,301,733,5437
Gatsibo,Kiramuruzi,Nyabisindu,Bushenyi,,578,1260,6000
Gatsibo,Kiramuruzi,Nyabisindu,Gahoko,,259,587,7122
Gatsibo,Kiramuruzi,Nyabisindu,Gasave,,177,487,5430
Gatsibo,Kiramuruzi,Nyabisindu,Gitunginka,,280,750,2234
Gatsibo,Kiramuruzi,Nyabisindu,Itaba,,242,472,3024
Gatsibo,Kiramuruzi,Nyabisindu,Karaba,,593,1293,5981
Gatsibo,Kiramuruzi,Nyabisindu,Nyagasambu,,284,673,7492
Gatsibo,Kiramuruzi,Nyabisindu,Nyagashenyi,,222,830,4592
Gatsibo,Kiramuruzi,Nyabisindu,Nyarusambu,,250,846,7369
Gatsibo,Kiramuruzi,Nyabisindu,Rugenge,,241,516,5448
Gatsibo,Kiziguro,,,,133,985,9002
Gatsibo,Kiziguro,Agakomeye,,,161,1013,6121
Gatsibo,Kiziguro,Agakomeye,Agatovu,,281,971,6121
Gatsibo,Kiziguro,Agakomeye,Akabingo,,422,909,2890
Gatsibo,Kiziguro,Agakomeye,Akingondo,,312,966,2694
Gatsibo,Kiziguro,Agakomeye,Bishenyi,,161,1106,3611
Gatsibo,Kiziguro,Agakomeye,Bwiza,,348,911,2633
Gatsibo,Kiziguro,Agakomeye,Isangano,,377,927,2789
Gatsibo,Kiziguro,Agakomeye,Ishanti,,954,1309,4240
Gatsibo,Kiziguro,Agakomeye,Munanira,,334,1012,4382
Gatsibo,Kiziguro,Agakomeye,Muringa,,381,1123,2689
Gatsibo,Kiziguro,Agakomeye,Nyungwe,,443,989,4429
Gatsibo,Kiziguro,Agakomeye,Ubutatu,,350,916,1803
Gatsibo,Kiziguro,Mbogo,,,133,921,9002
Gatsibo,Kiziguro,Mbogo,Akabuye,,270,725,2730
Gatsibo,Kiziguro,Mbogo,Akavumu,,201,635,6734
Gatsibo,Kiziguro,Mbogo,Bishenyi,,536,1206,5867
Gatsibo,Kiziguro,Mbogo,Mataba,,585,1315,6297
Gatsibo,Kiziguro,Mbogo,Nyakabungo,,241,944,9002
Gatsibo,Kiziguro,Mbogo,Nyakagarama,,192,601,2481
Gatsibo,Kiziguro,Mbogo,Rebero,,151,591,1423
Gatsibo,Kiziguro,Mbogo,Rumuri,,592,1331,6373
Gatsibo,Kiziguro,Mbogo,Ryabihura,,133,1093,7169
Gatsibo,Kiziguro,Mbogo,Ryamuhuzi,,240,769,6715
Gatsibo,Kiziguro,Ndatemwa,,,163,936,6756
Gatsibo,Kiziguro,Ndatemwa,Akabagendo,,496,1049,4992
Gatsibo,Kiziguro,Ndatemwa,Akamamesa,,235,896,5623
Gatsibo,Kiziguro,Ndatemwa,Akarambo,,172,731,5420
Gatsibo,Kiziguro,Ndatemwa,Bidudu,,205,836,5601
Gatsibo,Kiziguro,Ndatemwa,Gakunyu,,189,983,5686
Gatsibo,Kiziguro,Ndatemwa,Gihinga,,279,869,2701
Gatsibo,Kiziguro,Ndatemwa,Gorora,,248,906,6231
Gatsibo,Kiziguro,Ndatemwa,Kabukungu,,346,1185,2769
Gatsibo,Kiziguro,Ndatemwa,Kanyonyomba,,323,980,2498
Gatsibo,Kiziguro,Ndatemwa,Kigarama,,326,941,2014
Gatsibo,Kiziguro,Ndatemwa,Kinunga,,329,1200,3253
Gatsibo,Kiziguro,Ndatemwa,Mataba,,163,680,5973
Gatsibo,Kiziguro,Ndatemwa,Mishunzi,,363,899,6756
Gatsibo,Kiziguro,Ndatemwa,Murehe,,371,911,6213
Gatsibo,Kiziguro,Ndatemwa,Nyagashenyi,,277,1137,3112
Gatsibo,Kiziguro,Ndatemwa,Rubungo,,337,989,2413
Gatsibo,Kiziguro,Ndatemwa,Rukungu,,206,797,6740
Gatsibo,Kiziguro,Ndatemwa,Ryarugema,,315,861,2923
Gatsibo,Kiziguro,Rubona,,,144,1053,6722
Gatsibo,Kiziguro,Rubona,Agatare,,473,1059,2185
Gatsibo,Kiziguro,Rubona,Agatovu,,468,1061,5107
Gatsibo,Kiziguro,Rubona,Akagarama,,434,985,5111
Gatsibo,Kiziguro,Rubona,Amarende,,144,623,2491
Gatsibo,Kiziguro,Rubona,Bwiza,,353,852,4913
Gatsibo,Kiziguro,Rubona,Cyarutabira,,413,1136,2367
Gatsibo,Kiziguro,Rubona,Ihema,,222,671,2292
Gatsibo,Kiziguro,Rubona,Iramba,,409,1016,2778
Gatsibo,Kiziguro,Rubona,Kigabiro,,242,899,2793
Gatsibo,Kiziguro,Rubona,Kigoroba,,453,930,2323
Gatsibo,Kiziguro,Rubona,Kinimba,,249,801,2628
Gatsibo,Kiziguro,Rubona,Nyagasambu,,472,1828,5005
Gatsibo,Kiziguro,Rubona,Nyarurembo,,586,1236,4506
Gatsibo,Kiziguro,Rubona,Rubaya,,548,1374,3951
Gatsibo,Kiziguro,Rubona,Rubira,,420,1170,2771
Gatsibo,Kiziguro,Rubona,Ryakabucye,,596,1088,2281
Gatsibo,Kiziguro,Rubona,Ryanyiranyana,,427,1132,3425
Gatsibo,Kiziguro,Rubona,Tubindi,,177,1089,6722
Gatsibo,Muhura,,,,135,897,9912
Gatsibo,Muhura,Bibare,,,226,815,8948
Gatsibo,Muhura,Bibare,Agasharu,,367,728,8948
Gatsibo,Muhura,Bibare,Akabuga,,352,656,2674
Gatsibo,Muhura,Bibare,Akagasaro,,463,1037,5758
Gatsibo,Muhura,Bibare,Cyahafi,,513,818,7093
Gatsibo,Muhura,Bibare,Cyarugira,,228,497,2595
Gatsibo,Muhura,Bibare,Cyaruhagazi,,234,674,3712
Gatsibo,Muhura,Bibare,Gasigati,,312,643,3482
Gatsibo,Muhura,Bibare,Kinyaga,,226,727,8407
Gatsibo,Muhura,Bibare,Maryohe,,516,1157,6621
Gatsibo,Muhura,Bibare,Mugogo,,322,946,8347
Gatsibo,Muhura,Bibare,Musasa,,497,1114,6592
Gatsibo,Muhura,Bibare,Rutoma,,332,608,2437
Gatsibo,Muhura,Bibare,Rwangendo,,361,861,6420
Gatsibo,Muhura,Gakorokombe,,,135,734,8969
Gatsibo,Muhura,Gakorokombe,Agahama,,253,605,7166
Gatsibo,Muhura,Gakorokombe,Agasharu,,257,809,8969
Gatsibo,Muhura,Gakorokombe,Biniga,,325,684,7408
Gatsibo,Muhura,Gakorokombe,Kinihira,,552,1250,6119
Gatsibo,Muhura,Gakorokombe,Nyarubuye,,197,672,6849
Gatsibo,Muhura,Gakorokombe,Umunini,,292,607,7487
Gatsibo,Muhura,Gakorokombe,Urubiri,,304,697,3682
Gatsibo,Muhura,Gakorokombe,Urugarama,,188,636,7881
Gatsibo,Muhura,Gakorokombe,Uwakibungo,,135,647,6886
Gatsibo,Muhura,Mamfu,,,241,900,8941
Gatsibo,Muhura,Mamfu,Agatagara,,294,842,8941
Gatsibo,Muhura,Mamfu,Akabirizi,,331,758,8115
Gatsibo,Muhura,Mamfu,Akamamana,,241,799,7633
Gatsibo,Muhura,Mamfu,Akamatamu,,447,634,7952
Gatsibo,Muhura,Mamfu,Akarengo,,525,1167,6032
Gatsibo,Muhura,Mamfu,Kamugenge,,302,964,6777
Gatsibo,Muhura,Mamfu,Kaziga,,378,709,7579
Gatsibo,Muhura,Mamfu,Ruhinga,,301,689,3133
Gatsibo,Muhura,Mamfu,Rwanama,,563,1252,6716
Gatsibo,Muhura,Mamfu,Umunanira,,533,1185,5947
Gatsibo,Muhura,Rumuli,,,173,920,9467
Gatsibo,Muhura,Rumuli,Akarengo,,555,1258,6498
Gatsibo,Muhura,Rumuli,Gihembe,,353,920,9467
Gatsibo,Muhura,Rumuli,Juga,,316,901,9334
Gatsibo,Muhura,Rumuli,Kabeza,,331,901,7761
Gatsibo,Muhura,Rumuli,Karama,,538,1219,6068
Gatsibo,Muhura,Rumuli,Kigarama,,349,787,7837
Gatsibo,Muhura,Rumuli,Ntungamo,,189,818,8236
Gatsibo,Muhura,Rumuli,Nyange,,572,1297,6410
Gatsibo,Muhura,Rumuli,Rwasama,,297,611,7562
Gatsibo,Muhura,Rumuli,Rweza,,232,741,9153
Gatsibo,Muhura,Rumuli,Umurambi,,173,670,8972
Gatsibo,Muhura,Taba,,,282,1054,9912
Gatsibo,Muhura,Taba,Cyogai,,476,1077,8464
Gatsibo,Muhura,Taba,Cyogaii,,395,1212,8448
Gatsibo,Muhura,Taba,Gahanga,,304,985,8430
Gatsibo,Muhura,Taba,Gatare,,538,1209,6821
Gatsibo,Muhura,Taba,Kanyinya,,352,1050,8507
Gatsibo,Muhura,Taba,Karenge,,518,1164,6355
Gatsibo,Muhura,Taba,Matyazo,,429,995,2824
Gatsibo,Muhura,Taba,Mayora,,494,1110,5980
Gatsibo,Muhura,Taba,Mwambaro,,293,854,4393
Gatsibo,Muhura,Taba,Nshoro,,536,1204,6454
Gatsibo,Muhura,Taba,Rugarama,,385,1005,3619
Gatsibo,Muhura,Taba,Ruhenda,,471,1055,9912
Gatsibo,Muhura,Taba,Rususa,,282,646,2759
Gatsibo,Muhura,Taba,Rwangendo,,305,1075,7214
Gatsibo,Muhura,Taba,Taba,,519,1166,6192
Gatsibo,Murambi,,,,194,888,8458
Gatsibo,Murambi,Murambi,,,227,973,7779
Gatsibo,Murambi,Murambi,Agacyamo,,260,883,5135
Gatsibo,Murambi,Murambi,Agasharu,,300,1084,6425
Gatsibo,Murambi,Murambi,Agatagara,,390,852,5763
Gatsibo,Murambi,Murambi,Akamashya,,283,1083,5936
Gatsibo,Murambi,Murambi,Byimana,,229,970,3692
Gatsibo,Murambi,Murambi,Kabarondo,,380,1084,5269
Gatsibo,Murambi,Murambi,Kabuga,,227,922,6385
Gatsibo,Murambi,Murambi,Kigote,,411,840,6408
Gatsibo,Murambi,Murambi,Kimironko,,350,1277,6808
Gatsibo,Murambi,Murambi,Kiniga,,310,864,5804
Gatsibo,Murambi,Murambi,Mataba,,295,877,7779
Gatsibo,Murambi,Murambi,Ryampunga,,325,1047,6131
Gatsibo,Murambi,Murambi,Urugarama,,294,872,5382
Gatsibo,Murambi,Nyamiyaga,,,197,937,8220
Gatsibo,Murambi,Nyamiyaga,Bweranyange,,245,869,7966
Gatsibo,Murambi,Nyamiyaga,Cyaruhagazi,,577,1307,6946
Gatsibo,Murambi,Nyamiyaga,Kabeza,,520,1179,6524
Gatsibo,Murambi,Nyamiyaga,Kagenge,,254,734,8220
Gatsibo,Murambi,Nyamiyaga,Kiniga,,197,533,2527
Gatsibo,Murambi,Nyamiyaga,Rugarama,,530,1200,6302
Gatsibo,Murambi,Nyamiyaga,Runyinya,,203,737,8041
Gatsibo,Murambi,Rwankuba,,,223,704,8447
Gatsibo,Murambi,Rwankuba,Akarambo,,223,604,8289
Gatsibo,Murambi,Rwankuba,Akayenzi,,560,1210,5965
Gatsibo,Murambi,Rwankuba,Ikinyaga,,309,762,7912
Gatsibo,Murambi,Rwankuba,Impanzi,,241,641,7178
Gatsibo,Murambi,Rwankuba,Nyagasambu,,228,612,2411
Gatsibo,Murambi,Rwankuba,Nyagatovu,,236,543,2436
Gatsibo,Murambi,Rwankuba,Umwiga,,280,582,8447
Gatsibo,Murambi,Rwankuba,Urugarama,,271,678,7151
Gatsibo,Murambi,Rwimitereri,,,194,888,8458
Gatsibo,Murambi,Rwimitereri,Bushenyi,,273,971,7179
Gatsibo,Murambi,Rwimitereri,Bweya,,287,805,5737
Gatsibo,Murambi,Rwimitereri,Byimana,,290,822,8458
Gatsibo,Murambi,Rwimitereri,Kagenge,,628,1355,6580
Gatsibo,Murambi,Rwimitereri,Kibumba,,257,735,6714
Gatsibo,Murambi,Rwimitereri,Kigote,,295,791,7865
Gatsibo,Murambi,Rwimitereri,Kimondo,,267,691,2728
Gatsibo,Murambi,Rwimitereri,Kinunga,,194,685,6885
Gatsibo,Murambi,Rwimitereri,Nyakabanda,,279,776,6598
Gatsibo,Murambi,Rwimitereri,Rugarama,,580,1250,6743
Gatsibo,Ngarama,,,,146,1012,8258
Gatsibo,Ngarama,Bugamba,,,214,996,5775
Gatsibo,Ngarama,Bugamba,Akagerero,,521,1167,5775
Gatsibo,Ngarama,Bugamba,Cyamuganga,,286,925,5718
Gatsibo,Ngarama,Bugamba,Kajevuba,,512,1145,5738
Gatsibo,Ngarama,Bugamba,Kinihira,,214,710,5363
Gatsibo,Ngarama,Bugamba,Kinyinya,,312,1033,5447
Gatsibo,Ngarama,Karambi,,,248,883,6573
Gatsibo,Ngarama,Karambi,Byimana,,589,897,6546
Gatsibo,Ngarama,Karambi,Cyankondo,,527,1196,5772
Gatsibo,Ngarama,Karambi,Kamuri,,272,573,4878
Gatsibo,Ngarama,Karambi,Karambi,,386,1004,5213
Gatsibo,Ngarama,Karambi,Kimbugu,,301,761,5554
Gatsibo,Ngarama,Karambi,Mishenyi,,256,607,6573
Gatsibo,Ngarama,Karambi,Ruhuha,,502,1139,5303
Gatsibo,Ngarama,Karambi,Rurama,,252,1051,4614
Gatsibo,Ngarama,Karambi,Rushenyi,,248,731,4764
Gatsibo,Ngarama,Karambi,Ruziranyenzi,,273,669,5176
Gatsibo,Ngarama,Karambi,Rwagakara,,477,1082,5570
Gatsibo,Ngarama,Kigasha,,,146,964,8258
Gatsibo,Ngarama,Kigasha,Akabuga,,375,877,6696
Gatsibo,Ngarama,Kigasha,Akabuye,,281,853,8080
Gatsibo,Ngarama,Kigasha,Akagarama,,146,779,7968
Gatsibo,Ngarama,Kigasha,Akajevuba,,531,1161,5562
Gatsibo,Ngarama,Kigasha,Byimana,,320,875,3325
Gatsibo,Ngarama,Kigasha,Cyabahima,,301,895,2345
Gatsibo,Ngarama,Kigasha,Cyahafi,,538,1176,5793
Gatsibo,Ngarama,Kigasha,Gikundamvura,,260,756,2527
Gatsibo,Ngarama,Kigasha,Ikirongo,,230,717,4662
Gatsibo,Ngarama,Kigasha,Iperu,,429,981,5890
Gatsibo,Ngarama,Kigasha,Kinunga,,295,931,2896
Gatsibo,Ngarama,Kigasha,Kiyovu,,279,1174,8258
Gatsibo,Ngarama,Kigasha,Kizunguruko,,530,1021,2733
Gatsibo,Ngarama,Kigasha,Mbogo,,561,1227,6193
Gatsibo,Ngarama,Kigasha,Nyagisa,,178,839,2405
Gatsibo,Ngarama,Kigasha,Nyantojo,,524,1146,5453
Gatsibo,Ngarama,Kigasha,Rukombe,,270,1009,3826
Gatsibo,Ngarama,Kigasha,Rurama,,414,902,3214
Gatsibo,Ngarama,Kigasha,Ruyonza,,464,899,2782
Gatsibo,Ngarama,Kigasha,Rwangingo,,220,1068,8004
Gatsibo,Ngarama,Ngarama,,,344,1221,8126
Gatsibo,Ngarama,Ngarama,Amahoro,,452,1009,5945
Gatsibo,Ngarama,Ngarama,Gatungo,,495,1156,2803
Gatsibo,Ngarama,Ngarama,Ibare,,1254,1374,5677
Gatsibo,Ngarama,Ngarama,Intsinzi,,655,1172,4366
Gatsibo,Ngarama,Ngarama,Kabeho,,344,1279,8126
Gatsibo,Ngarama,Ngarama,Kiyovu,,565,1350,2721
Gatsibo,Ngarama,Ngarama,Rugarama,,472,1052,5482
Gatsibo,Ngarama,Ngarama,Urukundo,,770,1379,3762
Gatsibo,Ngarama,Nyarubungo,,,304,1092,8046
Gatsibo,Ngarama,Nyarubungo,Burambira,,490,1112,5976
Gatsibo,Ngarama,Nyarubungo,Kabeho,,518,1176,6103
Gatsibo,Ngarama,Nyarubungo,Kintarama,,532,1207,6117
Gatsibo,Ngarama,Nyarubungo,Kivumu,,477,1082,5065
Gatsibo,Ngarama,Nyarubungo,Murama,,458,1180,3408
Gatsibo,Ngarama,Nyarubungo,Rugarama,,304,923,2825
Gatsibo,Ngarama,Nyarubungo,Ruhengeri,,305,920,8046
Gatsibo,Ngarama,Nyarubungo,Rurama,,562,1274,6164
Gatsibo,Ngarama,Nyarubungo,Rutovu,,418,848,4120
Gatsibo,Ngarama,Nyarubungo,Rwiri,,457,1196,3690
Gatsibo,Nyagihanga,,,,155,1042,8171
Gatsibo,Nyagihanga,Gitinda,,,316,1062,5783
Gatsibo,Nyagihanga,Gitinda,Gatungo,,436,1195,3715
Gatsibo,Nyagihanga,Gitinda,Isangano,,540,1026,2430
Gatsibo,Nyagihanga,Gitinda,Kibimbiri,,470,1050,4301
Gatsibo,Nyagihanga,Gitinda,Kintarama,,369,1038,5400
Gatsibo,Nyagihanga,Gitinda,Kirehe,,669,966,2134
Gatsibo,Nyagihanga,Gitinda,Kiziba,,383,1264,4613
Gatsibo,Nyagihanga,Gitinda,Nyabukingi,,499,1077,3119
Gatsibo,Nyagihanga,Gitinda,Rushenyi,,570,983,5783
Gatsibo,Nyagihanga,Gitinda,Twegerane,,316,956,2901
Gatsibo,Nyagihanga,Kibare,,,179,1005,8008
Gatsibo,Nyagihanga,Kibare,Bitaba,,258,1011,5172
Gatsibo,Nyagihanga,Kibare,Bushashari,,332,761,6085
Gatsibo,Nyagihanga,Kibare,Bwicaro,,241,1532,8008
Gatsibo,Nyagihanga,Kibare,Gashure,,284,1203,7233
Gatsibo,Nyagihanga,Kibare,Gatyazo,,237,1534,7943
Gatsibo,Nyagihanga,Kibare,Kagera,,179,948,6220
Gatsibo,Nyagihanga,Kibare,Kigarama,,259,595,6102
Gatsibo,Nyagihanga,Kibare,Kukabare,,205,668,3295
Gatsibo,Nyagihanga,Kibare,Murambi,,209,682,5900
Gatsibo,Nyagihanga,Kibare,Rugaragara,,505,1112,6068
Gatsibo,Nyagihanga,Mayange,,,243,1174,8124
Gatsibo,Nyagihanga,Mayange,Kabuye,,327,1178,2985
Gatsibo,Nyagihanga,Mayange,Kajevuba,,362,1367,7285
Gatsibo,Nyagihanga,Mayange,Kamatamu,,490,1111,4992
Gatsibo,Nyagihanga,Mayange,Mpangarei,,317,1181,8124
Gatsibo,Nyagihanga,Mayange,Mpangareii,,386,1064,3371
Gatsibo,Nyagihanga,Mayange,Neke,,243,921,7463
Gatsibo,Nyagihanga,Mayange,Nyarubuye,,517,1173,5077
Gatsibo,Nyagihanga,Mayange,Rweza,,253,1401,8034
Gatsibo,Nyagihanga,Murambi,,,155,945,8171
Gatsibo,Nyagihanga,Murambi,Gishikiri,,218,875,2910
Gatsibo,Nyagihanga,Murambi,Kabeza,,538,1215,6751
Gatsibo,Nyagihanga,Murambi,Kagarama,,161,836,6495
Gatsibo,Nyagihanga,Murambi,Kagera,,174,826,2615
Gatsibo,Nyagihanga,Murambi,Kanyinya,,455,1029,5488
Gatsibo,Nyagihanga,Murambi,Mubirembo,,236,890,3371
Gatsibo,Nyagihanga,Murambi,Munanira,,244,614,2825
Gatsibo,Nyagihanga,Murambi,Rukoma,,217,992,8171
Gatsibo,Nyagihanga,Murambi,Rusenge,,200,1425,8163
Gatsibo,Nyagihanga,Murambi,Umugamba,,155,745,3558
Gatsibo,Nyagihanga,Nyagitabire,,,208,1032,6974
Gatsibo,Nyagihanga,Nyagitabire,Byimana,,287,925,5494
Gatsibo,Nyagihanga,Nyagitabire,Kabudogo,,385,1205,5642
Gatsibo,Nyagihanga,Nyagitabire,Kajevuba,,597,1294,5928
Gatsibo,Nyagihanga,Nyagitabire,Kamiseke,,244,690,6230
